op_index,op_type,op_name,preferred_devices,supported_devices,estimated_cost
19,ios18.cast,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,5.276856141679398e-05
20,select,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,8.794978346622407e-05
21,const,,,,0.0
22,const,,,,0.0
23,ios18.cast,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,5.276856141679398e-05
24,select,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,8.794978346622407e-05
25,const,,,,0.0
26,const,,,,0.0
27,const,,,,0.0
28,const,,,,0.0
29,ios18.layer_norm,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,0.00042547249520312626
30,const,,,,0.0
31,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,0.0004254812196227294
32,const,,,,0.0
33,const,,,,0.0
34,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,0.0022547463315723383
35,const,,,,0.0
36,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,0.0012764305722387833
37,const,,,,0.0
38,const,,,,0.0
39,split,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,0.0008509624392454588
40,const,,,,0.0
41,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,0.00042548994404233246
42,const,,,,0.0
43,const,,,,0.0
44,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,0.00042548994404233246
45,const,,,,0.0
46,const,,,,0.0
47,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,0.00042548994404233246
48,const,,,,0.0
49,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,0.0006796063144033235
50,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,0.0006796063144033235
51,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,0.0006796063144033235
52,ios18.scaled_dot_product_attention,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,0.0008861240313507818
53,const,,,,0.0
54,const,,,,0.0
55,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,0.0006796063144033235
56,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,0.0004254812196227294
57,const,,,,0.0
58,const,,,,0.0
59,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,0.00225472321485998
60,const,,,,0.0
61,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,0.0004254855818325309
62,ios18.add,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,0.0008634013416050413
63,const,,,,0.0
64,const,,,,0.0
65,const,,,,0.0
66,ios18.layer_norm,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,0.00042547249520312626
67,const,,,,0.0
68,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,0.0004254812196227294
69,const,,,,0.0
70,const,,,,0.0
71,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,0.0009011177794749944
72,const,,,,0.0
73,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,0.00170190306744191
74,const,,,,0.0
75,ios18.gelu,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,0.001701889980812505
76,const,,,,0.0
77,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,0.001701898705232108
78,const,,,,0.0
79,const,,,,0.0
80,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,0.03607539806241701
81,const,,,,0.0
82,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,0.0004254855818325309
83,ios18.add,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,0.0008634013416050413
84,const,,,,0.0
85,const,,,,0.0
86,const,,,,0.0
87,ios18.layer_norm,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,0.00042547249520312626
88,const,,,,0.0
89,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,0.0004254812196227294
90,const,,,,0.0
91,const,,,,0.0
92,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,0.0022547463315723383
93,const,,,,0.0
94,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,0.0012764305722387833
95,const,,,,0.0
96,const,,,,0.0
97,split,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,0.0008509624392454588
98,const,,,,0.0
99,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,0.00042548994404233246
100,const,,,,0.0
101,const,,,,0.0
102,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,0.00042548994404233246
103,const,,,,0.0
104,const,,,,0.0
105,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,0.00042548994404233246
106,const,,,,0.0
107,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,0.0006796063144033235
108,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,0.0006796063144033235
109,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,0.0006796063144033235
110,ios18.scaled_dot_product_attention,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,0.0008861240313507818
111,const,,,,0.0
112,const,,,,0.0
113,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,0.0006796063144033235
114,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,0.0004254812196227294
115,const,,,,0.0
116,const,,,,0.0
117,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,0.00225472321485998
118,const,,,,0.0
119,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,0.0004254855818325309
120,ios18.add,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,0.0008634013416050413
121,const,,,,0.0
122,const,,,,0.0
123,const,,,,0.0
124,ios18.layer_norm,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,0.00042547249520312626
125,const,,,,0.0
126,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,0.0004254812196227294
127,const,,,,0.0
128,const,,,,0.0
129,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,0.0009011177794749944
130,const,,,,0.0
131,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,0.00170190306744191
132,const,,,,0.0
133,ios18.gelu,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,0.001701889980812505
134,const,,,,0.0
135,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,0.001701898705232108
136,const,,,,0.0
137,const,,,,0.0
138,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,0.03607539806241701
139,const,,,,0.0
140,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,0.0004254855818325309
141,ios18.add,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,0.0008634013416050413
142,const,,,,0.0
143,const,,,,0.0
144,const,,,,0.0
145,ios18.layer_norm,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,0.00042547249520312626
146,const,,,,0.0
147,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,0.0004254812196227294
148,const,,,,0.0
149,const,,,,0.0
150,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,0.0022547463315723383
151,const,,,,0.0
152,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,0.0012764305722387833
153,const,,,,0.0
154,const,,,,0.0
155,split,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,0.0008509624392454588
156,const,,,,0.0
157,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,0.00042548994404233246
158,const,,,,0.0
159,const,,,,0.0
160,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,0.00042548994404233246
161,const,,,,0.0
162,const,,,,0.0
163,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,0.00042548994404233246
164,const,,,,0.0
165,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,0.0006796063144033235
166,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,0.0006796063144033235
167,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,0.0006796063144033235
168,ios18.scaled_dot_product_attention,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x16a264ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x16a264b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x16a264ac0>,0.0008861240313507818
169,const,,,,0.0
170,const,,,,0.0
