op_index,op_type,op_name,preferred_devices,supported_devices,estimated_cost
19,ios18.cast,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,0.0008847065645457227
20,select,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,0.001474511504491031
21,const,,,,0.0
22,const,,,,0.0
23,ios18.cast,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,0.0008847065645457227
24,select,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,0.001474511504491031
25,const,,,,0.0
26,const,,,,0.0
27,const,,,,0.0
28,const,,,,0.0
29,ios18.layer_norm,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,0.0008855713803468426
30,const,,,,0.0
31,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,0.000885573634672815
32,const,,,,0.0
33,const,,,,0.0
34,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,0.0018755366925295746
35,const,,,,0.0
36,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,0.002656717522529486
37,const,,,,0.0
38,const,,,,0.0
39,split,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,0.00177114726934563
40,const,,,,0.0
41,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,0.0008855758889987871
42,const,,,,0.0
43,const,,,,0.0
44,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,0.0008855758889987871
45,const,,,,0.0
46,const,,,,0.0
47,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,0.0008855758889987871
48,const,,,,0.0
49,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,0.0014144704815562794
50,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,0.0014144704815562794
51,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,0.0014144704815562794
52,ios18.scaled_dot_product_attention,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,0.0023609471370575003
53,const,,,,0.0
54,const,,,,0.0
55,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,0.0014144704815562794
56,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,0.000885573634672815
57,const,,,,0.0
58,const,,,,0.0
59,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,0.001875534305334652
60,const,,,,0.0
61,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,0.0008855747618358011
62,ios18.add,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,0.0017970692030596718
63,const,,,,0.0
64,const,,,,0.0
65,const,,,,0.0
66,ios18.layer_norm,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,0.0008855713803468426
67,const,,,,0.0
68,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,0.000885573634672815
69,const,,,,0.0
70,const,,,,0.0
71,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,0.001875537886127036
72,const,,,,0.0
73,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,0.003542288902876329
74,const,,,,0.0
75,ios18.gelu,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,0.0035422855213873704
76,const,,,,0.0
77,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,0.0035422877757133433
78,const,,,,0.0
79,const,,,,0.0
80,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,0.030008530981392504
81,const,,,,0.0
82,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,0.0008855747618358011
83,ios18.add,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,0.0017970692030596718
84,const,,,,0.0
85,const,,,,0.0
86,const,,,,0.0
87,ios18.layer_norm,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,0.0008855713803468426
88,const,,,,0.0
89,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,0.000885573634672815
90,const,,,,0.0
91,const,,,,0.0
92,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,0.0018755366925295746
93,const,,,,0.0
94,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,0.002656717522529486
95,const,,,,0.0
96,const,,,,0.0
97,split,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,0.00177114726934563
98,const,,,,0.0
99,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,0.0008855758889987871
100,const,,,,0.0
101,const,,,,0.0
102,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,0.0008855758889987871
103,const,,,,0.0
104,const,,,,0.0
105,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,0.0008855758889987871
106,const,,,,0.0
107,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,0.0014144704815562794
108,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,0.0014144704815562794
109,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,0.0014144704815562794
110,ios18.scaled_dot_product_attention,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,0.0023609471370575003
111,const,,,,0.0
112,const,,,,0.0
113,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,0.0014144704815562794
114,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,0.000885573634672815
115,const,,,,0.0
116,const,,,,0.0
117,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,0.001875534305334652
118,const,,,,0.0
119,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,0.0008855747618358011
120,ios18.add,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,0.0017970692030596718
121,const,,,,0.0
122,const,,,,0.0
123,const,,,,0.0
124,ios18.layer_norm,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,0.0008855713803468426
125,const,,,,0.0
126,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,0.000885573634672815
127,const,,,,0.0
128,const,,,,0.0
129,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,0.001875537886127036
130,const,,,,0.0
131,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,0.003542288902876329
132,const,,,,0.0
133,ios18.gelu,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,0.0035422855213873704
134,const,,,,0.0
135,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,0.0035422877757133433
136,const,,,,0.0
137,const,,,,0.0
138,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,0.030008530981392504
139,const,,,,0.0
140,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,0.0008855747618358011
141,ios18.add,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,0.0017970692030596718
142,const,,,,0.0
143,const,,,,0.0
144,const,,,,0.0
145,ios18.layer_norm,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,0.0008855713803468426
146,const,,,,0.0
147,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,0.000885573634672815
148,const,,,,0.0
149,const,,,,0.0
150,ios18.linear,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,0.0018755366925295746
151,const,,,,0.0
152,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,0.002656717522529486
153,const,,,,0.0
154,const,,,,0.0
155,split,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,0.00177114726934563
156,const,,,,0.0
157,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,0.0008855758889987871
158,const,,,,0.0
159,const,,,,0.0
160,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,0.0008855758889987871
161,const,,,,0.0
162,const,,,,0.0
163,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b20>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,0.0008855758889987871
164,const,,,,0.0
165,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,0.0014144704815562794
166,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194c40>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,0.0014144704815562794
167,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,0.0014144704815562794
168,ios18.scaled_dot_product_attention,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194c40>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ca0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b80>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ac0>,0.0023609471370575003
169,const,,,,0.0
170,const,,,,0.0
171,ios18.transpose,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194b80>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194be0>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,0.0014144704815562794
172,ios18.reshape,,<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194ca0>,<coremltools.models.compute_device.MLCPUComputeDevice object at 0x126194ac0>|<coremltools.models.compute_device.MLGPUComputeDevice object at 0x126194b20>|<coremltools.models.compute_device.MLNeuralEngineComputeDevice object at 0x126194be0>,0.000885573634672815
173,const,,,,0.0
174,const,,,,0.0
